A,B,C,D,E,F,G
13,25,45,70,78,88,89
13,19,60,61,83,90,10
16,33,60,61,62,63,77
16,19,44,60,76,89,79
27,35,41,46,49,86,24
10,11,13,37,81,84,3
1,4,12,14,66,78,55
32,35,44,58,82,90,52
16,21,59,70,71,83,90
13,18,47,51,60,64,11
8,23,30,53,69,78,36
12,22,53,54,60,77,28
22,42,52,55,62,74,61
11,18,37,52,62,77,59
19,22,46,49,72,85,14
16,23,40,62,79,88,42
14,19,20,26,79,82,47
11,31,38,50,59,62,7
1,4,32,35,36,87,7
1,63,67,71,75,79,28
5,32,39,50,59,77,71
30,36,39,68,71,80,38
19,22,44,61,66,75,77
5,11,33,51,82,85,19
1,16,25,33,54,71,11
18,33,51,66,87,90,5
20,68,70,71,72,81,90
29,31,41,44,64,73,1
5,42,51,66,69,74,22
9,10,63,73,79,90,2
10,13,21,31,48,72,79
6,27,39,43,62,84,67
2,8,43,48,60,67,74
22,26,51,63,64,73,17
8,22,36,48,53,55,29
5,11,24,26,49,68,13
11,29,56,62,68,76,33
27,28,56,67,75,86,79
5,11,40,45,58,75,66
20,45,59,75,84,90,85
21,22,34,55,56,74,63
4,49,54,73,79,83,29
2,12,19,25,31,76,49
15,46,47,67,73,90,51
16,21,27,43,56,64,19
3,27,30,38,43,60,50
22,36,65,72,82,86,27
12,37,46,54,58,79,90
5,35,49,52,65,89,15
26,34,68,82,83,87,42
18,24,46,47,69,70,82
31,37,45,52,74,83,70
21,22,25,53,76,85,7
5,11,21,49,54,84,66
3,4,5,47,55,80,73
6,9,42,48,81,87,63
45,49,63,67,82,90,72
8,25,28,57,71,72,83
4,25,30,40,41,62,38
6,59,77,81,82,88,61
3,8,16,64,72,73,22
3,27,29,46,47,61,15
3,9,14,55,62,83,79
46,49,50,57,68,69,14
2,11,17,33,79,87,7
26,33,35,45,54,61,10
16,21,51,64,65,89,63
1,3,29,63,72,85,55
7,10,24,31,81,84,4
8,22,36,43,76,77,23
10,22,27,34,56,85,16
14,34,35,37,41,61,31
4,6,8,14,21,28,56
2,8,27,30,35,87,21
8,23,39,52,75,81,65
6,9,10,20,60,83,81
52,58,61,62,65,69,53
3,47,63,66,67,69,56
14,24,33,41,53,82,47
4,40,60,71,72,90,21
15,29,30,68,79,85,26
6,13,34,52,63,83,16
12,46,52,55,65,90,32
12,37,38,42,79,82,60
4,18,24,49,66,81,70
34,36,44,50,71,80,85
4,5,21,26,42,79,84
4,25,43,45,71,90,52
42,44,45,47,72,79,15
15,29,50,57,79,88,84
8,19,27,43,51,79,22
2,4,5,9,22,75,79
14,37,48,50,65,66,87
10,27,42,72,75,87,44
5,6,28,61,77,87,71
22,36,40,44,46,76,30
8,12,14,66,76,88,45
36,42,46,51,72,84,65
36,55,59,81,82,89,20
2,3,35,41,48,88,5
23,29,42,44,59,82,38
1,2,4,44,75,80,33
50,51,57,59,64,74,28
1,31,51,73,77,88,89
25,45,63,71,74,88,90
3,12,22,65,77,84,4
4,19,31,51,56,57,24
21,23,28,48,49,54,65
7,17,44,63,64,88,8
1,31,48,75,78,81,28
14,28,40,52,54,83,25
10,19,32,44,56,76,15
2,10,30,43,56,83,64
8,13,16,17,49,68,15
3,11,28,29,68,88,39
15,43,45,66,74,87,86
2,20,32,51,53,83,47
42,47,55,57,61,79,72
21,40,76,77,83,84,73
3,45,49,53,58,77,48
16,39,65,67,83,86,64
6,27,59,71,85,90,72
11,49,53,65,77,89,33
1,11,24,33,36,80,15
7,39,45,47,55,80,3
18,47,55,64,74,89,23
8,10,20,40,80,85,32
4,6,26,28,53,64,42
10,33,34,44,70,79,80
1,23,38,50,60,77,39
1,20,21,27,44,75,36
3,12,32,43,51,58,13
21,35,39,54,62,85,71
3,9,33,61,65,85,11
11,30,55,76,77,90,57
4,29,70,82,86,88,8
11,22,35,65,78,81,7
40,41,62,65,89,90,25
19,25,31,56,82,90,17
28,44,51,72,81,90,16
1,30,60,70,74,77,90
6,20,58,59,65,88,90
40,55,64,65,70,85,13
6,32,50,57,59,61,68
1,8,21,30,81,86,13
5,27,43,50,75,90,54
16,22,36,40,62,75,55
13,46,48,76,81,83,35
1,6,43,46,61,83,80
10,43,55,56,81,87,69
5,7,68,71,75,85,15
23,32,34,72,80,83,22
28,45,60,63,74,86,66
35,36,43,46,69,75,47
13,17,19,21,69,73,78
42,70,74,78,82,87,23
12,16,21,25,27,64,66
2,17,60,77,85,86,21
1,29,37,67,74,81,54
8,30,39,66,69,78,70
10,28,53,64,76,79,47
3,46,64,71,78,87,4
3,21,33,45,47,85,17
28,30,65,74,77,83,40
11,19,43,75,81,87,1
8,36,40,45,67,79,84
36,38,54,56,75,85,28
7,15,16,21,37,60,52
3,6,12,20,69,83,80
1,11,20,66,69,88,35
2,3,64,69,73,82,62
14,30,33,35,58,76,82
32,38,55,58,66,85,51
25,46,48,52,57,81,3
23,33,78,79,87,88,56
10,36,63,75,79,85,49
7,8,13,17,38,43,6
1,44,67,77,88,90,79
13,19,32,39,44,61,66
5,31,62,63,68,78,2
1,16,17,31,42,70,81
7,21,36,38,77,79,17
17,39,40,75,76,88,19
1,9,13,29,71,83,56
59,66,69,72,73,80,23
5,19,20,26,53,54,56
1,14,17,47,61,66,13
12,42,44,46,52,86,25
29,32,39,43,66,73,60
1,2,26,41,65,80,37
2,10,35,67,77,90,51
15,42,65,68,70,90,46
6,15,45,47,69,70,40
3,20,47,52,83,90,75
4,24,30,61,66,69,67
19,23,39,54,79,87,42
8,24,52,73,84,86,51
32,45,69,77,83,87,19
14,42,53,68,83,89,75
1,35,51,56,68,79,63
27,33,44,56,63,85,79
23,31,62,65,69,89,49
21,30,33,45,62,70,57
18,62,64,69,75,81,3
43,56,61,62,73,81,75
20,22,36,68,81,87,52
8,38,47,63,71,84,69
12,38,65,72,83,84,31
16,24,51,55,59,66,41
41,46,64,71,84,87,81
21,29,50,55,67,73,24
34,39,57,62,79,83,13
30,37,41,62,65,68,40
14,19,44,52,60,71,57
16,24,37,38,69,78,25
1,25,60,67,87,88,75
11,27,45,53,55,58,34
8,46,49,55,80,87,64
4,23,25,30,34,57,40
6,18,36,75,81,83,72
19,48,49,56,60,88,76
1,35,37,39,57,84,67
5,6,9,51,62,66,10
9,16,22,25,26,70,64
9,31,32,47,70,89,19
3,4,19,39,73,78,80
15,23,59,65,78,82,41
10,30,57,64,72,75,49
7,17,30,56,68,80,19
10,20,24,38,49,87,77
4,52,68,79,85,86,20
10,14,18,22,48,68,38
2,23,46,48,55,63,15
8,11,17,20,21,80,64
8,23,48,49,61,62,47
3,17,33,51,77,87,16
3,20,21,43,69,70,78
7,9,17,51,57,78,87
18,37,49,71,76,78,23
12,41,42,44,80,86,37
7,21,58,65,72,77,85
2,24,51,55,62,81,53
11,17,20,36,57,72,51
1,10,26,62,71,90,43
3,6,7,30,67,89,11
7,19,39,42,56,57,18
22,39,54,63,68,73,12
29,31,51,60,72,73,69
11,31,44,64,83,89,34
13,18,32,46,55,78,59
16,29,38,62,72,84,66
6,39,50,52,54,88,51
1,2,33,62,68,79,14
4,9,69,74,76,85,86
18,28,40,63,68,86,71
1,18,30,34,65,75,31
2,51,55,57,61,82,15
26,37,53,81,86,90,31
2,22,28,39,61,79,84
17,41,42,43,66,76,8
6,19,30,53,55,76,17
3,10,40,54,69,85,43
33,37,48,65,83,84,55
5,13,28,30,42,63,84
9,12,28,71,82,85,37
12,20,22,39,55,72,15
25,31,43,61,63,86,23
28,29,33,35,65,80,69
6,10,13,17,22,46,43
3,14,30,50,66,87,47
29,31,35,49,69,74,16
6,13,19,37,67,72,49
12,26,70,74,84,87,46
16,38,40,69,84,90,60
20,39,56,64,66,85,29
16,30,68,75,83,86,15
17,23,30,74,81,84,55
23,25,30,44,51,68,58
8,9,52,77,82,86,85
12,50,55,62,67,88,29
4,15,21,35,59,73,70
10,23,31,35,61,87,81
7,18,19,56,66,71,26
18,28,33,41,63,84,88
15,17,25,31,85,87,82
1,23,30,60,70,74,31
7,14,26,34,45,77,83
18,33,61,70,81,90,10
22,28,75,78,83,87,13
30,32,49,68,71,85,86
2,3,13,23,30,70,85
8,16,33,64,68,82,4
4,18,30,69,73,74,78
16,17,52,60,80,81,29
2,18,35,53,60,66,32
27,43,46,51,52,72,83
11,13,25,62,76,80,18
2,11,40,60,73,82,74
2,5,6,56,58,73,3
23,30,33,67,69,71,61
12,32,54,63,64,85,62
1,16,32,51,60,61,78
4,12,21,39,59,83,64
41,51,61,66,75,88,27
50,61,62,71,72,74,59
7,32,49,55,61,83,64
27,36,38,41,71,84,6
5,37,38,59,71,80,43
30,37,47,72,85,87,71
8,36,75,76,79,83,65
11,34,46,58,77,82,50
1,17,33,34,46,62,3
5,9,53,57,61,84,78
9,37,40,61,69,84,35
29,51,52,62,72,79,34
12,21,49,51,56,74,8
34,54,72,76,79,85,78
5,34,55,58,74,90,8
2,25,28,31,46,59,22
8,14,36,71,74,87,18
22,29,30,32,41,52,42
18,54,62,80,88,90,24
36,43,47,49,84,89,51
56,64,72,81,83,86,32
28,33,42,54,76,79,68
36,38,40,51,53,71,8
8,38,39,52,64,70,73
7,71,72,75,80,90,85
8,29,33,47,52,56,59
1,4,25,44,82,89,23
28,33,39,40,80,89,82
7,31,38,57,84,87,86
8,53,65,66,80,87,3
40,42,57,62,67,88,3
22,63,66,73,81,90,47
6,16,28,32,43,90,73
7,10,50,51,80,85,60
7,30,40,58,75,79,84
8,16,39,63,84,86,34
2,26,30,32,63,89,56
13,22,40,41,51,86,6
10,26,53,66,70,78,75
4,62,67,69,70,84,23
10,15,17,57,65,80,1
3,6,20,46,50,80,86
8,11,14,39,46,51,57
18,31,47,59,75,80,79
8,16,42,64,72,74,53
13,25,54,56,57,58,31
4,12,35,61,66,84,79
6,19,25,42,48,52,56
1,38,54,63,66,74,13
19,32,41,42,64,65,75
9,69,70,72,77,81,39
1,26,49,74,82,87,81
11,22,39,52,55,63,24
16,26,31,67,74,82,18
21,40,57,60,61,68,9
8,28,34,63,86,90,15
4,33,34,44,52,63,27
35,49,56,78,87,90,10
15,17,25,39,57,58,24
6,44,66,68,77,86,20
14,28,37,47,53,57,88
20,67,71,81,84,88,7
35,49,68,71,82,85,31
1,30,36,37,60,88,27
19,30,52,66,70,82,84
2,11,21,23,39,47,72
12,24,26,50,65,69,51
8,19,30,32,52,75,85
7,10,35,64,77,89,21
5,7,13,33,66,79,84
2,4,11,37,62,75,19
21,31,37,64,75,88,41
7,23,28,50,80,87,27
18,19,36,39,58,88,53
24,26,33,36,38,73,74
6,29,30,78,81,88,26
1,6,11,27,65,80,21
2,22,33,42,52,71,72
1,3,20,43,51,78,12
27,31,35,53,54,78,45
28,38,41,58,67,80,85
21,30,32,41,47,67,49
15,18,21,57,59,61,19
7,12,36,73,77,85,1
8,22,31,39,58,63,42
25,51,53,72,77,81,83
3,16,20,55,60,80,52
5,34,43,53,71,78,73
2,41,59,68,74,86,31
31,58,80,81,88,89,65
16,21,24,60,66,79,82
4,19,20,24,44,55,80
7,9,35,61,67,68,53
11,14,43,46,61,70,82
1,20,22,23,61,82,70
8,25,33,48,58,90,53
4,47,76,78,81,86,6
7,20,21,74,75,81,33
13,16,28,32,71,85,78
5,9,50,80,82,88,89
2,25,26,41,55,75,59
16,21,33,42,52,66,19
6,28,32,39,57,85,47
24,26,31,39,49,81,89
3,31,33,37,52,54,17
6,10,22,48,61,65,58
15,17,24,31,80,86,52
5,7,13,40,52,84,37
3,4,7,44,52,89,47
25,39,43,46,59,67,75
7,30,45,50,55,74,60
19,48,61,73,81,83,22
27,28,46,48,52,70,71
2,3,22,46,61,80,49
8,9,17,33,80,86,22
17,44,49,60,66,81,74
30,46,54,56,72,86,22
1,38,47,50,58,65,22
40,60,68,72,84,89,90
28,32,45,61,63,76,43
17,20,48,62,85,90,69
9,26,29,31,58,70,21
12,14,29,48,49,85,79
30,45,66,69,75,80,63
17,32,33,50,61,82,67
8,25,31,65,87,90,28
23,32,38,40,51,71,48
16,19,29,34,48,64,53
17,24,25,40,58,64,27
14,31,35,40,50,66,68
14,23,24,41,71,73,63
2,15,35,54,60,78,27
9,14,21,55,66,90,4
8,15,24,25,44,55,86
13,17,25,55,64,85,11
19,35,49,52,75,79,41
1,2,40,52,67,82,23
2,4,13,23,28,68,49
20,31,44,51,65,74,71
27,32,55,65,76,86,60
1,3,8,38,83,88,16
11,13,17,49,51,61,8
7,18,27,33,35,43,28
8,23,58,61,76,79,90
11,18,47,80,89,90,70
3,24,31,32,61,85,17
7,32,43,50,68,73,31
17,20,63,78,82,85,42
28,30,32,33,34,52,14
6,39,40,41,50,54,2
33,38,47,67,68,81,51
10,19,25,35,51,73,66
6,26,56,65,69,82,19
20,39,42,45,74,77,81
29,36,37,40,70,75,7
4,14,45,53,77,84,69
33,57,63,65,78,88,55
2,10,19,36,78,90,83
10,15,46,51,65,75,29
3,38,44,50,53,70,22
1,39,40,52,54,64,37
4,39,43,59,74,90,30
1,9,11,21,36,47,29
13,21,70,71,72,85,82
1,10,55,61,72,77,30
2,4,16,20,29,53,65
3,12,16,30,84,89,18
2,3,4,27,34,42,59
3,37,54,65,87,89,58
2,23,36,62,75,79,48
6,34,59,61,83,90,53
2,5,20,43,64,83,66
3,9,17,38,54,62,64
20,46,48,62,71,86,44
19,22,26,59,61,71,57
24,29,40,71,74,78,21
7,40,54,64,69,71,67
11,12,32,55,72,87,88
28,64,65,77,85,89,47
2,25,31,38,45,84,24
7,12,19,43,71,77,44
31,43,67,69,76,80,1
9,11,40,48,68,84,6
4,9,22,23,47,73,45
1,22,41,69,73,89,39
39,50,55,57,78,82,81
36,55,62,66,81,85,9
11,14,17,24,39,48,64
9,25,29,43,48,54,65
6,33,35,64,66,77,85
5,27,37,63,67,77,75
1,13,17,31,58,62,74
32,33,37,43,44,79,74
7,57,60,67,69,90,14
8,14,16,18,56,60,69
14,17,39,47,58,85,61
4,10,24,59,72,83,47
8,19,25,73,76,84,33
6,14,39,47,63,82,74
15,27,31,52,74,77,54
1,7,38,58,62,78,79
2,3,37,38,58,59,24
23,36,38,52,62,63,43
29,56,66,77,88,89,45
12,19,24,51,56,78,3
12,13,38,46,47,72,5
6,35,53,67,75,89,2
41,44,55,56,68,79,40
7,29,57,60,79,87,84
8,21,32,33,60,69,48
33,35,47,51,62,89,5
6,35,38,48,58,76,26
4,32,34,56,61,82,81
27,32,40,49,75,82,5
9,12,60,69,72,89,2
7,35,36,41,45,88,52
1,21,29,40,63,70,39
2,68,77,81,83,84,19
17,21,23,31,33,37,79
4,8,51,72,74,88,85
40,41,49,56,61,63,2
24,51,58,61,74,77,43
26,29,40,50,54,72,78
11,29,56,63,88,90,22
4,10,27,28,34,57,71
2,19,43,49,77,82,50
2,16,38,67,70,84,4
10,11,27,45,79,88,42
4,5,22,48,53,86,41
15,20,36,69,74,87,86
15,19,26,34,67,69,50
12,14,19,38,41,45,31
18,54,56,58,62,66,32
15,31,39,49,64,85,56
6,13,41,71,75,86,58
17,39,41,47,77,83,63
5,21,26,45,47,49,11
26,60,61,72,85,88,73
19,32,34,63,74,89,55
4,8,20,21,44,80,77
17,40,50,73,74,82,19
5,9,25,30,76,81,6
34,69,70,73,82,90,80
10,22,24,45,67,76,71
4,19,34,52,68,77,63
28,38,59,60,71,83,54
23,24,49,69,70,72,88
1,12,17,65,70,90,24
9,33,34,52,82,83,51
5,11,40,43,56,82,7
3,29,51,55,73,81,83
8,24,45,47,72,84,78
41,47,49,55,77,90,22
29,33,34,64,65,87,37
6,26,37,38,55,73,22
38,43,44,45,63,77,42
29,37,42,52,54,59,79
13,16,41,49,58,76,47
22,35,44,66,71,88,76
12,20,28,57,74,85,41
9,11,70,74,75,84,80
24,32,56,59,76,81,55
37,43,49,66,73,88,10
15,27,31,40,63,82,53
16,25,28,30,39,51,9
1,35,42,55,57,62,87
36,37,50,57,73,83,69
19,47,69,71,86,87,17
26,31,32,50,61,77,55
3,42,52,67,78,86,57
21,25,36,51,82,90,61
19,30,34,49,54,74,2
20,63,66,74,75,77,88
9,30,50,57,62,70,31
33,36,39,50,65,70,55
10,16,40,55,66,77,36
1,4,48,53,61,85,82
1,23,32,53,66,83,56
9,15,17,34,73,83,67
6,13,17,52,64,82,24
5,25,37,52,62,79,11
34,36,61,62,78,88,55
11,16,21,62,70,84,24
40,41,45,51,52,79,31
10,23,47,63,70,81,19
44,48,49,68,86,87,62
13,24,26,34,76,77,80
1,30,32,45,69,83,49
26,27,39,55,59,63,71
4,24,47,66,74,77,81
14,18,32,33,46,88,35
5,18,55,59,65,74,53
11,21,53,62,63,68,10
2,23,24,70,81,90,35
6,15,18,23,53,62,80
21,23,25,27,36,84,80
4,17,52,55,56,67,26
8,26,32,40,62,88,87
11,25,36,49,53,85,55
24,40,43,51,53,88,31
20,22,24,40,51,80,60
4,19,32,58,73,87,29
1,14,26,49,71,89,40
46,48,63,68,83,85,13
7,34,49,51,58,86,69
19,26,63,67,68,83,6
12,30,35,44,49,62,22
1,64,67,68,79,90,59
13,43,47,55,67,70,82
4,5,18,35,40,90,38
17,24,34,48,61,87,39
16,21,30,35,57,78,36
26,28,48,52,55,90,64
7,8,25,46,65,78,74
8,9,11,14,79,90,82
6,15,21,27,49,85,66
4,5,29,58,71,84,49
4,18,26,47,61,80,35
20,29,44,54,64,69,23
6,50,67,69,77,88,32
44,45,58,65,66,85,16
8,30,64,69,80,88,35
23,25,37,38,50,86,43
2,16,19,47,49,57,27
1,30,67,68,71,80,56
7,29,36,50,56,75,25
6,31,58,64,74,82,33
33,42,46,55,69,90,83
34,37,38,39,59,90,42
30,54,66,67,76,90,14
4,14,40,41,54,79,50
6,25,29,44,68,74,76
6,7,45,46,67,85,31
4,26,28,59,61,68,60
31,38,49,54,62,76,60
19,33,45,55,82,84,86
5,15,23,39,43,49,29
2,4,25,34,61,66,47
18,26,45,67,70,90,32
13,28,39,45,68,81,8
19,29,37,46,64,75,70
22,32,34,70,78,90,61
50,55,57,62,78,83,23
19,38,48,54,71,84,28
31,32,57,59,78,79,10
6,34,43,60,71,73,81
9,39,49,64,65,72,52
22,68,75,83,85,89,10
3,15,46,67,75,78,5
30,38,46,47,62,67,68
1,6,13,24,46,89,8
24,33,54,69,79,86,52
16,19,48,51,65,85,40
16,27,43,46,62,85,52
48,54,64,75,79,87,27
20,46,50,52,69,86,64
3,8,10,22,32,50,58
9,19,54,73,83,90,47
12,18,49,51,66,69,50
9,28,33,38,50,55,47
1,13,18,41,68,84,64
1,14,38,77,80,89,57
14,18,48,52,64,75,26
9,34,57,72,84,88,43
23,25,43,50,51,61,30
10,25,34,79,85,86,15
9,20,33,48,55,84,10
4,5,11,15,20,46,82
1,9,32,56,71,79,10
19,33,45,50,54,86,63
30,37,41,45,47,57,82
37,47,51,54,78,82,26
37,47,69,75,86,88,6
6,7,11,19,34,49,73
14,15,16,27,56,57,21
8,38,48,66,70,86,75
11,17,47,57,79,86,70
1,7,19,65,67,74,87
1,10,17,31,58,80,40
2,40,47,54,66,83,25
6,10,69,78,83,86,26
4,19,52,67,82,90,45
9,17,37,51,70,78,56
14,59,64,75,80,83,42
50,53,66,69,70,90,51
13,28,36,45,59,65,41
6,11,13,48,72,77,85
10,21,35,40,63,79,80
18,30,40,64,88,89,69
13,54,56,67,82,90,25
3,7,48,67,87,90,31
8,26,32,44,82,86,37
10,16,36,70,71,73,66
6,29,54,62,72,80,5
5,49,71,83,85,88,74
4,23,24,35,77,79,17
46,49,61,69,74,82,66
25,32,64,74,85,90,6
13,16,45,58,63,72,74
18,20,46,54,57,65,58
6,24,55,67,70,75,19
9,16,31,43,49,83,61
17,38,42,50,68,86,62
19,22,49,65,70,87,60
24,30,42,54,84,85,75
18,23,31,38,47,51,35
9,15,19,38,48,77,75
16,31,41,61,65,77,25
31,49,54,57,80,88,22
3,13,33,42,56,85,68
12,26,46,69,72,87,18
30,32,49,53,72,84,86
16,29,32,53,61,72,88
4,26,40,54,55,67,41
31,39,53,56,68,90,66
1,10,47,50,52,74,23
13,35,41,44,59,79,74
23,37,41,51,62,74,33
28,49,50,54,66,68,77
2,34,45,47,54,74,48
26,38,40,66,76,81,33
23,32,33,47,63,81,77
5,7,46,65,73,82,1
46,54,65,70,82,85,23
5,14,48,52,57,90,61
21,38,41,43,52,77,5
19,20,32,64,87,89,69
10,35,39,57,61,75,12
16,20,36,39,42,51,80
27,31,45,61,74,79,70
12,32,54,60,89,90,71
3,17,35,52,69,83,68
3,17,48,76,77,90,83
9,15,27,54,76,86,56
30,38,52,63,74,89,10
8,9,19,48,51,81,26
5,12,16,44,71,75,21
4,39,62,67,69,78,65
1,4,21,56,69,75,59
5,29,35,39,41,45,46
4,7,12,20,74,89,76
1,12,21,31,39,49,25
14,25,44,54,78,89,66
26,68,73,75,76,86,71
12,13,31,69,71,77,49
15,17,34,59,83,86,23
5,8,37,77,79,90,9
10,50,55,61,87,90,26
4,23,35,54,72,88,74
6,8,15,52,67,86,42
3,12,13,15,43,46,11
1,11,27,45,49,61,80
11,35,58,64,68,72,26
22,30,43,62,70,71,50
20,25,37,45,49,63,73
25,32,43,52,65,78,88
10,11,20,41,55,83,1
1,47,54,81,84,89,22
1,3,19,23,61,78,36
25,40,63,78,82,85,88
10,17,18,25,45,84,21
27,44,48,57,77,83,47
2,3,38,42,56,74,23
2,25,50,63,76,85,77
16,18,20,26,32,35,8
9,32,42,55,71,90,86
12,41,64,75,82,84,34
3,12,38,50,54,55,19
22,28,32,57,58,85,50
7,14,21,47,58,71,43
22,26,42,44,58,83,59
6,25,62,80,85,86,57
6,16,35,52,53,69,49
10,21,43,47,58,85,2
2,32,49,52,54,80,90
7,13,19,65,86,88,46
37,38,56,62,70,83,88
2,11,37,45,48,66,22
3,25,43,55,72,80,85
8,14,20,36,45,85,26
5,30,31,55,57,70,84
21,22,46,56,63,66,34
12,13,17,38,74,87,18
29,37,50,62,70,86,27
24,26,43,71,79,80,7
9,17,29,37,49,68,70
9,12,21,34,64,67,1
8,14,23,25,45,69,78
6,34,35,54,62,84,45
14,32,56,72,78,79,27
38,42,45,69,86,90,63
15,29,36,48,74,83,45
30,40,51,52,54,74,72
21,31,33,40,50,52,62
3,4,22,43,65,67,10
12,35,75,76,82,84,17
1,3,6,21,85,90,58
2,21,22,56,70,81,44
28,41,55,69,79,82,35
5,24,32,78,80,83,40
8,12,18,31,32,85,73
65,72,74,79,87,90,30
20,24,31,38,54,72,27
15,16,79,80,84,88,83
1,10,62,69,78,85,30
14,16,24,30,34,72,17
21,44,46,49,58,67,88
5,20,44,51,54,90,63
10,17,21,35,36,76,83
11,29,39,41,43,55,83
40,44,49,57,58,87,1
18,48,57,59,84,87,6
19,22,25,67,74,89,1
2,41,62,75,79,87,3
11,27,47,50,58,82,22
11,17,35,42,71,76,82
5,6,29,43,66,74,47
7,20,35,37,57,70,42
6,9,11,19,45,51,69
2,6,7,51,57,71,10
1,2,34,54,79,88,45
11,22,42,49,58,89,78
7,27,28,45,57,75,24
21,35,51,68,81,90,13
17,20,38,51,53,74,5
35,43,56,58,71,90,40
9,13,31,35,45,79,62
36,42,63,77,81,86,78
6,38,50,63,65,74,11
21,23,25,65,67,78,40
9,33,36,54,60,86,28
1,5,32,49,69,72,89
3,10,18,42,67,90,80
18,21,58,65,89,90,62
30,41,55,68,76,82,70
8,17,51,60,63,79,22
14,31,37,49,74,78,76
2,6,27,29,38,55,26
18,23,34,37,67,68,87
18,26,29,78,79,80,49
2,34,42,43,58,76,52
18,38,39,45,57,90,69
9,43,50,51,57,83,27
12,23,32,35,52,55,75
8,12,26,44,48,50,68
3,5,9,41,58,62,82
14,15,21,41,60,63,37
20,45,61,67,80,88,16
2,8,9,29,53,75,83
61,64,74,75,80,87,38
6,19,30,45,52,89,7
13,45,70,72,81,84,71
7,23,39,48,69,75,83
4,6,27,37,45,58,84
4,23,56,71,76,78,73
18,28,35,52,57,75,83
11,26,41,45,75,77,46
3,5,13,54,58,85,90
1,8,41,68,69,73,50
5,8,11,47,56,63,87
1,26,45,58,66,88,34
23,36,41,43,83,90,17
9,19,27,53,78,81,39
33,40,44,54,64,85,12
1,19,29,60,76,77,2
7,11,21,34,69,88,76
9,15,22,56,61,86,24
13,21,24,39,44,60,66
2,41,63,64,67,73,76
8,16,23,24,71,77,40
5,14,41,48,59,90,6
52,55,65,75,79,81,88
23,44,46,59,74,80,67
23,52,71,74,78,86,54
8,13,24,39,57,77,21
25,32,46,58,74,79,73
18,21,36,38,45,62,85
12,25,30,33,38,84,47
13,24,52,53,88,90,1
11,16,17,25,61,72,18
3,33,62,69,75,79,2
26,29,35,81,82,87,56
13,24,29,37,55,67,47
4,10,29,41,54,74,14
7,13,16,42,67,68,83
1,4,10,24,55,90,60
1,49,51,60,83,84,72
28,31,48,56,72,78,65
10,26,31,36,72,85,61
7,37,40,53,55,62,58
2,28,37,56,77,79,85
21,28,56,63,68,88,86
36,37,44,62,75,90,61
16,41,46,53,86,87,24
6,9,21,24,30,47,87
15,20,42,43,47,83,26
2,3,9,30,33,56,11
35,47,54,68,71,78,33
10,11,12,24,56,71,38
7,15,60,72,77,90,13
14,22,27,28,34,66,69
20,49,53,63,73,84,88
4,12,15,37,53,83,41
9,27,32,51,53,71,62
24,41,44,56,73,90,60
12,19,33,38,62,80,84
27,32,55,68,72,75,84
13,16,22,30,52,87,42
2,17,25,50,52,84,28
16,23,28,33,43,86,30
25,37,43,50,58,60,89
1,17,30,43,67,82,2
27,30,69,75,81,83,68
43,51,54,71,73,85,25
23,30,46,64,70,86,31
12,25,41,79,86,88,37
5,21,23,41,74,84,81
8,21,39,56,74,81,19
28,29,30,39,75,87,65
20,28,56,62,63,76,35
14,30,64,75,79,89,31
25,34,43,57,67,77,3
6,14,19,26,51,53,83
16,19,31,46,69,74,62
31,42,49,51,68,79,70
23,37,47,79,80,83,53
1,8,40,54,69,81,61
15,17,53,67,75,81,37
1,13,14,34,67,83,61
12,23,54,68,84,89,86
21,39,44,49,65,87,54
6,21,37,55,84,88,89
39,45,49,66,75,80,77
9,26,27,40,51,69,11
11,45,50,54,57,62,18
11,23,38,47,57,83,61
11,34,55,63,87,89,6
10,37,44,56,60,89,7
37,46,54,55,65,87,1
9,22,41,49,52,53,77
15,25,34,54,70,88,33
5,22,24,36,85,86,29
6,28,39,46,60,78,57
12,26,27,47,63,77,3
9,11,33,69,73,82,44
24,28,54,68,78,81,74
19,61,62,65,85,89,67
6,11,34,51,59,82,75
9,22,61,67,84,85,6
8,16,25,28,57,68,55
13,14,19,57,77,79,65
13,19,35,38,52,64,57
6,16,30,53,60,71,86
10,45,58,66,83,85,51
5,38,56,76,77,89,71
14,38,41,58,65,75,86
1,23,27,33,37,85,56
1,6,31,45,58,85,55
10,29,32,43,56,90,71
3,33,51,55,73,84,47
38,39,42,49,55,81,2
12,25,66,72,75,89,6
8,16,20,23,47,56,50
15,29,38,44,67,74,63
32,58,63,70,75,81,4
31,34,52,54,78,82,74
20,30,47,69,77,83,86
3,13,39,40,49,75,24
1,9,37,69,71,83,48
52,62,65,77,87,90,13
9,24,39,48,69,75,36
2,6,26,42,55,86,3
13,30,46,48,70,88,10
6,20,25,42,57,80,49
17,20,21,39,44,89,75
2,12,17,60,63,78,61
15,59,64,65,76,79,17
15,25,26,53,74,76,28
19,32,33,66,75,78,21
40,42,54,66,77,86,39
27,38,70,75,78,82,69
8,28,35,53,57,61,36
5,36,51,55,69,79,48
22,24,49,58,72,85,25
2,45,55,77,84,88,65
11,18,30,59,76,77,5
9,17,67,68,80,81,1
29,82,83,84,87,89,13
2,8,55,66,73,83,32
12,35,47,56,74,87,67
24,50,57,62,72,77,38
19,30,32,39,47,71,35
4,11,13,42,54,75,82
19,22,23,28,41,74,61
38,39,46,74,85,89,82
3,5,11,34,43,49,2
